"Item","Condition","Familiarity","Compositionality","Predictability","Register","Spelling","Pin_yin","Ur_Pinyin","Fig_Transl","Lit_Transl","Last_char","Strokes","StrokeDiff","Frequency","Frequency_Percentage","Sem_Distance","Levenshtein_Distance","logFrequency","Group","List","correct_response"
34,"corr",4.719,4.474,0.867,0.889,"根深蒂固","gen1 shen1 di4 gu4","gēn shēn dì gù","deeply rooted thing","root deep sprout strong","固",8,NA,37582,"0.019422%",NA,0,10.5342804913491,"G6","L5","true"
34,"noP",4.719,NA,0.867,NA,"根深蒂直","gen1 shen1 di4 zhi2",NA,NA,"root deep sprout straighten","直",8,0,169439,"0.087564%",0.668773859739304,0.5,12.0402482590237,"G6","L6","false"
34,"sameT",4.719,NA,0.867,NA,"根深蒂故","gen1 shen1 di4 gu4",NA,NA,"root deep sprout old","故",9,1,70067,"0.036210%",0.435827255249023,0.4,11.1572072061195,"G6","L4","false"
35,"corr",4.93,4.439,1,0.704,"欢天喜地","huan1 tian1 xi3 di4","huān tiān xǐ dì","extremely happy","happy sky joyful earth","地",6,NA,969349,"0.500945%",NA,0,13.7843799911477,"G6","L5","true"
35,"noP",4.93,NA,1,NA,"欢天喜怡","huan1 tian1 xi3 yi2",NA,NA,"happy sky joyful harmonious","怡",8,2,3649,"0.001886%",0.729042232036591,0.6,8.20220843643645,"G6","L6","false"
35,"sameT",4.93,NA,1,NA,"欢天喜弟","huan1 tian1 xi3 di4",NA,NA,"happy sky joyful brother","弟",9,3,42706,"0.022070%",0.723620921373367,0.833333333333333,10.6620947045679,"G6","L4","false"
36,"corr",4.63,4.686,0.769,0.519,"求真务实","qiu2 zhen1 wu4 shi2","qiú zhēn wù shí","do things seriously","search truth concentrate truth","实",8,NA,368494,"0.190432%",NA,0,12.8171797082537,"G6","L5","true"
36,"noP",4.63,NA,0.769,NA,"求真务优","qiu2 zhen1 wu4 you1",NA,NA,"search truth concentrate eccellent","优",6,-2,46613,"0.024089%",0.573878854513168,1,10.7496347511659,"G6","L6","false"
36,"sameT",4.63,NA,0.769,NA,"求真务时","qiu2 zhen1 wu4 shi2",NA,NA,"search truth concentrate hour","时",7,-1,833532,"0.430757%",0.625908344984055,1,13.6334273727576,"G6","L4","false"
37,"corr",4.663,3.686,1,0.741,"游刃有余","you2 ren4 you3 yu2","yóu rèn yǒu yú","sort it out with skills","move blade have extra","余",7,NA,50601,"0.026150%",NA,0,10.8317266179261,"G5","L6","true"
37,"noP",4.663,NA,1,NA,"游刃有沽","you2 ren4 you3 gu1",NA,NA,"move blade have buy","沽",8,1,1043,"0.000539%",0.667264044284821,0.8,6.94985645500077,"G5","L4","false"
37,"sameT",4.663,NA,1,NA,"游刃有鱼","you2 ren4 you3 yu2",NA,NA,"move blade have fish","鱼",8,1,40452,"0.020905%",0.676875382661819,0.777777777777778,10.6078713650221,"G5","L5","false"
38,"corr",4.652,4.294,0.769,0.852,"独树一帜","du2 shu4 yi1 zhi4","dú shù yī zhì","stand out","only stand one flag","帜",8,NA,2452,"0.001267%",NA,0,7.8046592970561,"G5","L6","true"
38,"noP",4.652,NA,0.769,NA,"独树一终","du2 shu4 yi1 zhong1",NA,NA,"only stand one end","终",8,0,72533,"0.037484%",0.551332920789719,0.666666666666667,11.191796909697,"G5","L4","false"
38,"sameT",4.652,NA,0.769,NA,"独树一质","du2 shu4 yi1 zhi4",NA,NA,"only stand one question","质",8,0,104560,"0.054035%",0.654701173305511,0.8,11.5575163482981,"G5","L5","false"
39,"corr",4.324,3.765,1,0.852,"琳琅满目","lin2 lang2 man3 mu4","lín láng mǎn mù","beautiful things to see","beautiful jem full eye","目",5,NA,180827,"0.093449%",NA,0,12.1052960520738,"G4","L4","true"
39,"noP",4.324,NA,1,NA,"琳琅满汁","lin2 lang2 man3 zhi1",NA,NA,"beautiful jem full juice","汁",5,0,3564,"0.001842%",0.728174060583115,1,8.1786387885907,"G4","L5","false"
39,"sameT",4.324,NA,1,NA,"琳琅满木","lin2 lang2 man3 mu4",NA,NA,"beautiful jem full tree","木",4,-1,54433,"0.028130%",0.552642494440079,1,10.904725866573,"G4","L6","false"
4,"corr",4.93,4.246,1,0.815,"再接再厉","zai4 jie1 zai4 li4","zài jiē zài lì","To persevere","again continue again dedicate","厉",5,NA,17726,"0.009161%",NA,0,9.78278776729834,"G6","L5","true"
4,"noP",4.93,NA,1,NA,"再接再史","zai4 jie1 zai4 shi3",NA,NA,"again continue again history","史",5,0,90469,"0.046753%",0.660531729459763,1,11.4127625295708,"G6","L6","false"
4,"sameT",4.93,NA,1,NA,"再接再立","zai4 jie1 zai4 li4",NA,NA,"again continue again stand","立",5,0,204985,"0.105933%",0.570423543453217,0.5,12.2306920847117,"G6","L4","false"
40,"corr",4.828,4.521,1,0.556,"甜言蜜语","tian2 yan2 mi4 yu3","tián yán mì yǔ","to use flattering words","sweet words honey speech","语",9,NA,82805,"0.042792%",NA,0,11.3242437250236,"G6","L5","true"
40,"noP",4.828,NA,1,NA,"甜言蜜帜","tian2 yan2 mi4 zhi4",NA,NA,"sweet words honey flag","帜",8,-1,2452,"0.001267%",0.541590303182602,0.5,7.8046592970561,"G6","L6","false"
40,"sameT",4.828,NA,1,NA,"甜言蜜俣","tian2 yan2 mi4 yu3",NA,NA,"sweet words honey big","俣",9,0,197,"0.000102%",0.692597001791,0.5,5.28320372873799,"G6","L4","false"
41,"corr",4.782,4.322,1,0.778,"精打细算","jing1 da3 xi4 suan4","jīng dǎ xì suàn","to plan in detail","refined do subtle count","算",14,NA,105293,"0.054414%",NA,0,11.5645022191792,"G5","L6","true"
41,"noP",4.782,NA,1,NA,"精打细疑","jing1 da3 xi4 yi2",NA,NA,"refined do subtle doubt","疑",14,0,53982,"0.027897%",0.710007131099701,0.6,10.8964059366452,"G5","L4","false"
41,"sameT",4.782,NA,1,NA,"精打细蒜","jing1 da3 xi4 suan4",NA,NA,"refined do subtle garlic","蒜",13,-1,1091,"0.000564%",0.703918963670731,0.833333333333333,6.99484998583307,"G5","L5","false"
42,"corr",4.382,3.608,1,0.815,"耐人寻味","nai4 ren2 xun2 wei4","nài rén xún wèi","to spark the imagination","resist people search taste","味",8,NA,40704,"0.021035%",NA,0,10.6140816466998,"G5","L6","true"
42,"noP",4.382,NA,1,NA,"耐人寻邸","nai4 ren2 xun2 di3",NA,NA,"resist people search residence","邸",7,-1,1521,"0.000786%",0.731724053621292,0.75,7.32712329225929,"G5","L4","false"
42,"sameT",4.382,NA,1,NA,"耐人寻畏","nai4 ren2 xun2 wei4",NA,NA,"resist people search fear","畏",9,1,6722,"0.003474%",0.626778274774551,1,8.81314100828505,"G5","L5","false"
43,"corr",4.632,4.431,1,0.778,"自始至终","zi4 shi3 zhi4 zhong1","zì shǐ zhì zhōng","endless","from beginning to end","终",8,NA,72533,"0.037484%",NA,0,11.191796909697,"G4","L4","true"
43,"noP",4.632,NA,1,NA,"自始至珏","zi4 shi3 zhi4 yue2",NA,NA,"from beginning to jade","珏",9,1,172,"0.000089%",0.699398577213287,0.6,5.14749447681345,"G4","L5","false"
43,"sameT",4.632,NA,1,NA,"自始至衷","zi4 shi3 zhi4 zhong1",NA,NA,"from beginning to innerfeelings","衷",10,2,5781,"0.002988%",0.523495584726334,0.733333333333333,8.66233195708248,"G4","L6","false"
44,"corr",4.691,4.216,1,0.852,"自欺欺人","zi4 qi1 qi1 ren2","zì qī qī rén","to deceive","self deceive deceive person","人",2,NA,1867999,"0.965354%",NA,0,14.4403783624389,"G4","L4","true"
44,"noP",4.691,NA,1,NA,"自欺欺力","zi4 qi1 qi1 li4",NA,NA,"self deceive deceive power","力",2,0,359136,"0.185596%",0.552561938762665,1,12.791456425816,"G4","L5","false"
44,"sameT",4.691,NA,1,NA,"自欺欺壬","zi4 qi1 qi1 ren2",NA,NA,"self deceive deceive ninth","壬",4,2,564,"0.000291%",0.772993445396423,1,6.33505425149806,"G4","L6","false"
45,"corr",4.85,4.686,1,0.667,"自言自语","zi4 yan2 zi4 yu3","zì yán zì yǔ","think out loud","self talk self speech","语",9,NA,82805,"0.042792%",NA,0,11.3242437250236,"G5","L6","true"
45,"noP",4.85,NA,1,NA,"自言自直","zi4 yan2 zi4 zhi2",NA,NA,"self talk self straighten","直",8,-1,169439,"0.087564%",0.615992248058319,0.8,12.0402482590237,"G5","L4","false"
45,"sameT",4.85,NA,1,NA,"自言自俣","zi4 yan2 zi4 yu3",NA,NA,"self talk self big","俣",9,0,197,"0.000102%",0.692597001791,0.5,5.28320372873799,"G5","L5","false"
46,"corr",4.152,3.784,0.769,0.852,"舞文弄墨","wu3 wen2 nong4 mo4","wǔ wén nòng mò","play with words","play writing manipulate ink","墨",15,NA,13959,"0.007214%",NA,0,9.54387974051276,"G4","L4","true"
46,"noP",4.152,NA,0.769,NA,"舞文弄酸","wu3 wen2 nong4 suan1",NA,NA,"play writing manipulate sour","酸",14,-1,14855,"0.007677%",0.706994414329529,1,9.60609178789671,"G4","L5","false"
46,"sameT",4.152,NA,0.769,NA,"舞文弄磨","wu3 wen2 nong4 mo4",NA,NA,"play writing manipulate grind","磨",16,1,13082,"0.006761%",0.535614401102066,0.777777777777778,9.47899251852116,"G4","L6","false"
47,"corr",4.667,4.561,1,0.889,"若隐若现","ruo4 yin3 ruo4 xian4","ruò yǐn ruò xiàn","be vague","like hide like appear","现",8,NA,433960,"0.224264%",NA,0,12.9807076429364,"G5","L6","true"
47,"noP",4.667,NA,1,NA,"若隐若侈","ruo4 yin3 ruo4 chi3",NA,NA,"like hide like extravagant","侈",8,0,1703,"0.000880%",0.727363109588623,0.75,7.44014668066269,"G5","L4","false"
47,"sameT",4.667,NA,1,NA,"若隐若限","ruo4 yin3 ruo4 xian4",NA,NA,"like hide like limit","限",8,0,66018,"0.034117%",0.602127015590668,0.8,11.097682711098,"G5","L5","false"
48,"corr",4.91,4.305,1,0.926,"见义勇为","jian4 yi4 yong3 wei2","jiàn yì yǒng wéi","to be brave","see justice brave act","为",4,NA,1039036,"0.536958%",NA,0,13.8538039181818,"G4","L4","true"
48,"noP",4.91,NA,1,NA,"见义勇礼","jian4 yi4 yong3 li3",NA,NA,"see justice brave gift","礼",5,1,35612,"0.018404%",0.774534732103348,1,10.4804379386936,"G4","L5","false"
48,"sameT",4.91,NA,1,NA,"见义勇韦","jian4 yi4 yong3 wei2",NA,NA,"see justice brave leather","韦",4,0,10882,"0.005624%",0.763003572821617,1,9.29486532704587,"G4","L6","false"
49,"corr",4.632,4.439,0.867,0.704,"谈天说地","tan2 tian1 shuo1 di4","tán tiān shuō dì","talk of everything","say sky say earth","地",6,NA,969349,"0.500945%",NA,0,13.7843799911477,"G6","L5","true"
49,"noP",4.632,NA,0.867,NA,"谈天说时","tan2 tian1 shuo1 shi2",NA,NA,"say sky say hour","时",7,1,833532,"0.430757%",0.440832793712616,0.75,13.6334273727576,"G6","L6","false"
49,"sameT",4.632,NA,0.867,NA,"谈天说弟","tan2 tian1 shuo1 di4",NA,NA,"say sky say little brother","弟",7,1,42706,"0.022070%",0.723620921373367,0.833333333333333,10.6620947045679,"G6","L4","false"
5,"corr",4.63,4.784,1,0.704,"冰天雪地","bing1 tian1 xue3 di4","bīng tiān xuě dì","Very cold","ice sky snow earth","地",6,NA,969349,"0.500945%",NA,0,13.7843799911477,"G6","L5","true"
5,"noP",4.63,NA,1,NA,"冰天雪诅","bing1 tian1 xue3 zu3",NA,NA,"ice sky snow curse","诅",7,1,1535,"0.000793%",0.800526738166809,0.75,7.3362856600213,"G6","L6","false"
5,"sameT",4.63,NA,1,NA,"冰天雪弟","bing1 tian1 xue3 di4",NA,NA,"ice sky snow little brother","弟",7,1,42706,"0.022070%",0.723620921373367,0.833333333333333,10.6620947045679,"G6","L4","false"
50,"corr",4.739,4.784,1,0.852,"赏心悦目","shang3 xin1 yue4 mu4","shǎng xīn yuè mù","nice to hear","appreciate heart return eye","目",5,NA,180827,"0.093449%",NA,0,12.1052960520738,"G6","L5","true"
50,"noP",4.739,NA,1,NA,"赏心悦仪","shang3 xin1 yue4 yi2",NA,NA,"appreciate heart return ceremony","仪",5,0,19064,"0.009852%",0.664267182350159,1,9.85555701877858,"G6","L6","false"
50,"sameT",4.739,NA,1,NA,"赏心悦木","shang3 xin1 yue4 mu4",NA,NA,"appreciate heart return tree","木",4,-1,54433,"0.028130%",0.552642494440079,1,10.904725866573,"G6","L4","false"
51,"corr",4.621,4.109,1,0.704,"铺天盖地","pu1 tian1 gai4 di4","pū tiān gài dì","spread everywhere","spread sky cover soil","地",6,NA,969349,"0.500945%",NA,0,13.7843799911477,"G6","L5","true"
51,"noP",4.621,NA,1,NA,"铺天盖终","pu1 tian1 gai4 zhong1",NA,NA,"spread sky cover end","终",8,2,72533,"0.037484%",0.669256925582886,0.666666666666667,11.191796909697,"G6","L6","false"
51,"sameT",4.621,NA,1,NA,"铺天盖帝","pu1 tian1 gai4 di4",NA,NA,"spread sky cover emperor","帝",9,3,66035,"0.034126%",0.83277328312397,0.75,11.0979401834779,"G6","L4","false"
52,"corr",4.674,3.059,0.769,0.741,"风花雪月","feng1 hua1 xue3 yue4","fēng huā xuě yuè","romantic","wind flower snow moon","月",4,NA,240566,"0.124321%",NA,0,12.3907497591538,"G5","L6","true"
52,"noP",4.674,NA,0.769,NA,"风花雪止","feng1 hua1 xue3 zhi3",NA,NA,"wind flower snow stop","止",4,0,68082,"0.035184%",0.54555869102478,1,11.128468140019,"G5","L4","false"
52,"sameT",4.674,NA,0.769,NA,"风花雪乐","feng1 hua1 xue3 yue4",NA,NA,"wind flower snow music","乐",5,1,64965,"0.033573%",0.661362200975418,1,11.0816039423168,"G5","L5","false"
53,"corr",4.475,3.957,1,0.926,"风起云涌","feng1 qi3 yun2 yong3","fēng qǐ yún yǒng","largely spread phenomena","wind rise cloud emerge","涌",10,NA,11228,"0.005802%",NA,0,9.32616593748177,"G5","L6","true"
53,"noP",4.475,NA,1,NA,"风起云惊","feng1 qi3 yun2 jing1",NA,NA,"wind rise cloud shock","惊",11,1,59724,"0.030864%",0.622838824987411,0.733333333333333,10.9974892286466,"G5","L4","false"
53,"sameT",4.475,NA,1,NA,"风起云勇","feng1 qi3 yun2 yong3",NA,NA,"wind rise cloud brave","勇",9,-1,21819,"0.011276%",0.673902928829193,0.375,9.99053642882265,"G5","L5","false"
54,"corr",4.735,4.647,1,0.852,"齐心协力","qi2 xin1 xie2 li4","qí xīn xié lì","work together","together heart cooperate power","力",2,NA,359136,"0.185596%",NA,0,12.791456425816,"G4","L4","true"
54,"noP",4.735,NA,1,NA,"齐心协矢","qi2 xin1 xie2 shi3",NA,NA,"together heart cooperate arrow","矢",5,3,2466,"0.001274%",0.682168811559677,0.75,7.81035268372429,"G4","L5","false"
54,"sameT",4.735,NA,1,NA,"齐心协立","qi2 xin1 xie2 li4",NA,NA,"together heart cooperate stand","立",5,3,204985,"0.105933%",0.60686981678009,1,12.2306920847117,"G4","L6","false"
6,"corr",4.67,4.293,1,0.815,"千方百计","qian1 fang1 bai3 ji4","qiān fāng bǎi jì","Try everything","thousand methods hundred plans","计",4,NA,171949,"0.088861%",NA,0,12.0549532001994,"G6","L5","true"
6,"noP",4.67,NA,1,NA,"千方百有","qian1 fang1 bai3 you3",NA,NA,"thousand methods hundred exist","有",6,2,1782004,"0.920913%",0.692356765270233,1,14.3932491316793,"G6","L6","false"
6,"sameT",4.67,NA,1,NA,"千方百忌","qian1 fang1 bai3 ji4",NA,NA,"thousand methods hundred fear","忌",7,3,7938,"0.004102%",0.640032649040222,1,8.97941663334301,"G6","L4","false"
7,"corr",4.825,4.439,1,0.593,"原汁原味","yuan2 zhi1 yuan2 wei4","yuán zhī yuán wèi","Authentic","original juice original taste","味",8,NA,40704,"0.021035%",NA,0,10.6140816466998,"G4","L4","true"
7,"noP",4.825,NA,1,NA,"原汁原角","yuan2 zhi1 yuan2 jiao3",NA,NA,"original juice original corner","角",7,-1,50081,"0.025881%",0.669479876756668,1,10.8213969736257,"G4","L5","false"
7,"sameT",4.825,NA,1,NA,"原汁原畏","yuan2 zhi1 yuan2 wei4",NA,NA,"original juice original fear","畏",9,1,6722,"0.003474%",0.626778274774551,1,8.81314100828505,"G4","L6","false"
8,"corr",4.737,4.737,0.867,0.63,"反腐倡廉","fan3 fu3 chang4 lian2","fǎn fǔ chàng lián","Fight against corruption","contrast corruption promote honesty","廉",13,NA,8854,"0.004576%",NA,0,9.08862461329209,"G6","L5","true"
8,"noP",4.737,NA,0.867,NA,"反腐倡晶","fan3 fu3 chang4 jing1",NA,NA,"contrast corruption promote crystal","晶",12,-1,10038,"0.005187%",0.697775542736053,0.833333333333333,9.21413317021488,"G6","L6","false"
8,"sameT",4.737,NA,0.867,NA,"反腐倡联","fan3 fu3 chang4 lian2",NA,NA,"contrast corruption promote ally","联",12,-1,120301,"0.062170%",0.526011526584625,0.625,11.6977522144802,"G6","L4","false"
9,"corr",4.074,3.431,0.923,0.815,"叹为观止","tan4 wei2 guan1 zhi3","tàn wéi guān zhǐ","To admire something","sigh consider see stop","止",4,NA,68082,"0.035184%",NA,0,11.128468140019,"G6","L5","true"
9,"noP",4.074,NA,0.923,NA,"叹为观乐","tan4 wei2 guan1 yue4",NA,NA,"sigh consider see music","乐",5,1,64965,"0.033573%",0.636114239692688,1,11.0816039423168,"G6","L6","false"
9,"sameT",4.074,NA,0.923,NA,"叹为观旨","tan4 wei2 guan1 zhi3",NA,NA,"sigh consider see purpose","旨",6,2,10590,"0.005473%",0.733427315950394,1,9.26766543859545,"G6","L4","false"
